filename,class
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (26).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (890).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1475).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (918).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (499).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1074).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (723).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (297).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (446).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (364).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1182).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1247).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1308).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1410).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1341).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (724).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (496).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (736).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1056).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1330).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (913).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (825).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (945).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (244).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1236).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (234).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1228).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (870).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (891).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (172).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1311).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1473).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (413).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (36).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1416).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1487).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (195).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1258).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (519).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (396).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (827).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (432).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1277).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (410).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (125).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (946).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (246).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (418).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (860).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (660).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1199).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (681).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1300).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1432).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (774).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (452).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (468).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (198).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (658).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1460).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (824).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (985).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (73).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (944).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (943).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (403).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (765).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (793).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (6).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (593).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1377).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (528).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (488).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (318).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (106).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1068).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (919).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1239).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1307).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (722).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (476).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (305).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (218).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (982).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (967).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (327).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (431).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1212).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (40).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (394).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (285).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (204).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1476).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (190).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1130).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (787).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (544).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (914).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (533).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1201).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (508).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (701).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (698).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (229).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (705).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (517).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1431).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (21).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1039).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1492).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1155).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (424).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (837).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1241).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (869).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1462).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (647).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1128).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (115).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1305).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (761).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (840).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1144).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1202).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (548).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (630).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (938).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (110).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (390).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1268).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1129).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (464).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (250).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (252).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (27).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (371).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (953).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1440).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (207).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (819).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (846).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (258).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (894).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (983).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (848).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1449).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (414).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (188).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (740).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1411).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1153).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (684).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1408).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1164).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (316).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1051).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1062).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (148).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1472).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1267).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (879).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1040).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (80).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (643).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1102).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1384).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (336).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (981).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1019).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (146).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (790).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (591).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1016).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (957).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (50).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (301).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (755).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1162).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (741).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (164).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1348).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (896).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (621).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (215).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (102).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1264).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (835).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (585).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (503).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (673).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (341).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (905).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (656).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (857).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1053).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1358).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1100).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (785).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1103).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (267).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1442).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (731).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (551).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1394).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (525).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1216).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (348).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (78).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (405).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1131).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (256).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (339).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (158).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (101).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (537).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (588).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1329).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (756).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (804).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (589).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1025).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (169).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (271).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (539).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (606).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (563).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1097).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1027).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (562).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (491).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1054).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (534).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (236).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1483).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (447).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (174).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (557).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (566).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (926).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1339).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (41).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1085).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (963).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1433).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (523).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Sandwich/Sandwich-Train (1181).jpeg,Sandwich
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (594).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1342).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1286).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1204).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1399).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (300).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1410).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1465).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (744).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (398).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (667).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (279).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (965).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (508).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1126).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (318).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1411).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (940).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (16).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (761).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (123).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (94).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (737).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (1164).jpeg,Baked Potato
/content/food-image-classification-dataset/Food Classification dataset/Baked Potato/Baked Potato-Train (520).jpeg,Baked Potato
